id,year,State,Unit,Value
1230,25/11/2012,Queensland,$/MWh),69
1231,31/12/2017,Queensland,$/MWh),69
1232,1/5/2016,Queensland,$/MWh),70
1233,13/05/2018,Queensland,$/MWh),70
1234,15/11/2015,Queensland,$/MWh),70
1235,22/05/2016,Queensland,$/MWh),70
1236,23/06/2019,Queensland,$/MWh),70
1237,25/12/2016,Queensland,$/MWh),70
1238,26/10/2008,Queensland,$/MWh),70
1239,29/07/2018,Queensland,$/MWh),70
1240,29/10/2017,Queensland,$/MWh),70
1241,3/12/2017,Queensland,$/MWh),70
1242,4/8/2019,Queensland,$/MWh),70
1243,7/7/2019,Queensland,$/MWh),70
1244,13/12/2020,Queensland,$/MWh),71
1245,14/04/2019,Queensland,$/MWh),71
1246,19/05/2019,Queensland,$/MWh),71
1247,19/06/2016,Queensland,$/MWh),71
1248,21/07/2013,Queensland,$/MWh),71
1249,27/11/2016,Queensland,$/MWh),71
1250,28/01/2018,Queensland,$/MWh),71
1251,4/12/2016,Queensland,$/MWh),71
1252,9/9/2018,Queensland,$/MWh),71
1253,10/12/2017,Queensland,$/MWh),72
1254,11/8/2019,Queensland,$/MWh),72
1255,13/11/2016,Queensland,$/MWh),72
1256,16/11/2014,Queensland,$/MWh),72
1257,18/02/2018,Queensland,$/MWh),72
1258,20/05/2018,Queensland,$/MWh),72
1259,20/07/2008,Queensland,$/MWh),73
1260,22/07/2018,Queensland,$/MWh),73
1261,24/12/2017,Queensland,$/MWh),73
1262,25/02/2018,Queensland,$/MWh),73
1263,5/5/2019,Queensland,$/MWh),73
1264,9/5/2021,Queensland,$/MWh),73
1265,9/7/2017,Queensland,$/MWh),73
1266,16/01/2011,Queensland,$/MWh),74
1267,27/05/2018,Queensland,$/MWh),74
1268,28/04/2019,Queensland,$/MWh),74
1269,30/09/2018,Queensland,$/MWh),74
1270,31/03/2019,Queensland,$/MWh),74
1271,9/6/2019,Queensland,$/MWh),74
1272,13/08/2017,Queensland,$/MWh),75
1273,14/07/2019,Queensland,$/MWh),75
1274,15/07/2018,Queensland,$/MWh),75
1275,17/09/2017,Queensland,$/MWh),75
1276,21/05/2017,Queensland,$/MWh),75
1277,23/09/2018,Queensland,$/MWh),75
1278,2/7/2017,Queensland,$/MWh),76
1279,20/03/2016,Queensland,$/MWh),76
1280,25/06/2017,Queensland,$/MWh),76
1281,5/6/2016,Queensland,$/MWh),76
1282,7/10/2018,Queensland,$/MWh),76
1283,7/4/2019,Queensland,$/MWh),76
1284,8/3/2015,Queensland,$/MWh),76
1285,8/7/2018,Queensland,$/MWh),76
1286,10/4/2016,Queensland,$/MWh),77
1287,12/5/2019,Queensland,$/MWh),77
1288,12/8/2018,Queensland,$/MWh),77
1289,2/12/2018,Queensland,$/MWh),77
1290,20/10/2019,Queensland,$/MWh),77
1291,6/8/2017,Queensland,$/MWh),77
1292,10/3/2013,Queensland,$/MWh),78
1293,11/6/2017,Queensland,$/MWh),78
1294,17/12/2017,Queensland,$/MWh),78
1295,21/10/2018,Queensland,$/MWh),78
1296,24/06/2018,Queensland,$/MWh),78
1297,26/02/2017,Queensland,$/MWh),78
1298,11/12/2016,Queensland,$/MWh),79
1299,16/09/2018,Queensland,$/MWh),79
1300,19/01/2020,Queensland,$/MWh),79
1301,21/01/2018,Queensland,$/MWh),79
1302,24/04/2016,Queensland,$/MWh),79
1303,3/3/2019,Queensland,$/MWh),79
1304,30/07/2017,Queensland,$/MWh),79
1305,6/1/2019,Queensland,$/MWh),79
1306,12/7/2015,Queensland,$/MWh),80
1307,20/01/2013,Queensland,$/MWh),80
1308,26/05/2019,Queensland,$/MWh),80
1309,17/06/2018,Queensland,$/MWh),81
1310,18/08/2013,Queensland,$/MWh),81
1311,16/06/2019,Queensland,$/MWh),82
1312,16/07/2017,Queensland,$/MWh),82
1313,17/03/2013,Queensland,$/MWh),82
1314,28/02/2016,Queensland,$/MWh),82
1315,3/9/2017,Queensland,$/MWh),82
1316,30/12/2018,Queensland,$/MWh),82
1317,14/10/2018,Queensland,$/MWh),83
1318,21/02/2016,Queensland,$/MWh),83
1319,24/09/2017,Queensland,$/MWh),83
1320,9/2/2014,Queensland,$/MWh),83
1321,10/3/2019,Queensland,$/MWh),84
1322,24/03/2019,Queensland,$/MWh),84
1323,27/06/2021,Queensland,$/MWh),84
1324,28/05/2017,Queensland,$/MWh),84
1325,4/6/2017,Queensland,$/MWh),84
1326,10/9/2017,Queensland,$/MWh),85
1327,11/11/2018,Queensland,$/MWh),85
1328,12/6/2016,Queensland,$/MWh),85
1329,5/8/2018,Queensland,$/MWh),85
1330,1/1/2017,Queensland,$/MWh),86
1331,13/10/2019,Queensland,$/MWh),86
1332,16/12/2012,Queensland,$/MWh),86
1333,18/11/2018,Queensland,$/MWh),86
1334,23/07/2017,Queensland,$/MWh),86
1335,27/10/2019,Queensland,$/MWh),86
1336,18/04/2021,Queensland,$/MWh),87
1337,28/10/2018,Queensland,$/MWh),87
1338,17/02/2019,Queensland,$/MWh),88
1339,1/10/2017,Queensland,$/MWh),89
1340,24/03/2013,Queensland,$/MWh),89
1341,11/2/2018,Queensland,$/MWh),90
1342,14/05/2017,Queensland,$/MWh),90
1343,20/08/2017,Queensland,$/MWh),90
1344,23/04/2017,Queensland,$/MWh),90
1345,20/10/2013,Queensland,$/MWh),91
1346,3/2/2019,Queensland,$/MWh),91
1347,10/2/2019,Queensland,$/MWh),92
1348,12/3/2017,Queensland,$/MWh),92
1349,16/04/2017,Queensland,$/MWh),92
1350,16/12/2018,Queensland,$/MWh),92
1351,17/03/2019,Queensland,$/MWh),92
1352,19/08/2018,Queensland,$/MWh),92
1353,6/11/2016,Queensland,$/MWh),93
1354,7/5/2017,Queensland,$/MWh),93
1355,16/06/2013,Queensland,$/MWh),96
1356,19/02/2017,Queensland,$/MWh),96
1357,26/08/2018,Queensland,$/MWh),96
1358,25/11/2018,Queensland,$/MWh),97
1359,7/1/2018,Queensland,$/MWh),97
1360,2/4/2017,Queensland,$/MWh),98
1361,30/04/2017,Queensland,$/MWh),98
1362,14/02/2010,Queensland,$/MWh),99
1363,27/08/2017,Queensland,$/MWh),99
1364,9/12/2018,Queensland,$/MWh),99
1365,2/2/2020,South Australia,$/MWh),10
1366,24/06/2012,South Australia,$/MWh),10
1367,16/09/2018,South Australia,$/MWh),100
1368,21/08/2016,South Australia,$/MWh),100
1369,23/12/2018,South Australia,$/MWh),100
1370,28/07/2019,South Australia,$/MWh),100
1371,20/01/2019,South Australia,$/MWh),1005
1372,23/09/2018,South Australia,$/MWh),101
1373,11/8/2019,South Australia,$/MWh),102
1374,29/01/2017,South Australia,$/MWh),102
1375,30/09/2018,South Australia,$/MWh),102
1376,17/02/2019,South Australia,$/MWh),103
1377,20/05/2018,South Australia,$/MWh),103
1378,25/08/2019,South Australia,$/MWh),103
1379,25/11/2018,South Australia,$/MWh),103
1380,4/11/2018,South Australia,$/MWh),103
1381,11/11/2018,South Australia,$/MWh),104
1382,15/01/2017,South Australia,$/MWh),104
1383,16/07/2017,South Australia,$/MWh),104
1384,2/12/2018,South Australia,$/MWh),104
1385,30/12/2018,South Australia,$/MWh),104
1386,7/6/2015,South Australia,$/MWh),104
1387,9/12/2018,South Australia,$/MWh),106
1388,12/6/2016,South Australia,$/MWh),107
1389,19/06/2016,South Australia,$/MWh),108
1390,30/12/2012,South Australia,$/MWh),108
1391,20/06/2021,South Australia,$/MWh),109
1392,23/07/2017,South Australia,$/MWh),109
1393,3/6/2018,South Australia,$/MWh),109
1394,31/03/2019,South Australia,$/MWh),109
1395,20/08/2017,South Australia,$/MWh),110
1396,7/4/2019,South Australia,$/MWh),110
1397,17/03/2019,South Australia,$/MWh),111
1398,19/11/2017,South Australia,$/MWh),111
1399,25/06/2017,South Australia,$/MWh),111
1400,28/10/2018,South Australia,$/MWh),111
1401,15/05/2016,South Australia,$/MWh),112
1402,28/05/2017,South Australia,$/MWh),112
1403,3/2/2019,South Australia,$/MWh),112
1404,11/6/2017,South Australia,$/MWh),113
1405,13/05/2018,South Australia,$/MWh),113
1406,26/07/2015,South Australia,$/MWh),114
1407,1/7/2012,South Australia,$/MWh),116
1408,16/04/2017,South Australia,$/MWh),116
1409,26/11/2017,South Australia,$/MWh),116
1410,25/11/2012,South Australia,$/MWh),117
1411,3/3/2019,South Australia,$/MWh),117
1412,30/07/2017,South Australia,$/MWh),118
1413,4/6/2017,South Australia,$/MWh),118
1414,2/4/2017,South Australia,$/MWh),119
1415,19/05/2013,South Australia,$/MWh),120
1416,2/6/2019,South Australia,$/MWh),120
1417,2/9/2018,South Australia,$/MWh),120
1418,24/06/2018,South Australia,$/MWh),121
1419,26/03/2017,South Australia,$/MWh),122
1420,28/01/2018,South Australia,$/MWh),122
1421,13/12/2015,South Australia,$/MWh),125
1422,16/06/2019,South Australia,$/MWh),125
1423,26/05/2013,South Australia,$/MWh),125
1424,9/7/2017,South Australia,$/MWh),126
1425,9/4/2017,South Australia,$/MWh),128
1426,14/05/2017,South Australia,$/MWh),129
1427,21/01/2018,South Australia,$/MWh),129
1428,23/04/2017,South Australia,$/MWh),129
1429,27/12/2020,South Australia,$/MWh),13
1430,2/7/2017,South Australia,$/MWh),130
1431,30/04/2017,South Australia,$/MWh),132
1432,17/06/2018,South Australia,$/MWh),133
1433,9/2/2020,South Australia,$/MWh),133
1434,16/06/2013,South Australia,$/MWh),138
1435,3/1/2021,South Australia,$/MWh),14
1436,7/5/2017,South Australia,$/MWh),144
1437,27/01/2019,South Australia,$/MWh),146
1438,27/08/2017,South Australia,$/MWh),146
1439,17/07/2016,South Australia,$/MWh),148
1440,31/01/2021,South Australia,$/MWh),15
1441,12/5/2013,South Australia,$/MWh),151
1442,22/04/2018,South Australia,$/MWh),155
1443,26/02/2017,South Australia,$/MWh),155
1444,13/01/2019,South Australia,$/MWh),157
1445,16/05/2021,South Australia,$/MWh),159
1446,28/11/2010,South Australia,$/MWh),16
1447,5/12/2010,South Australia,$/MWh),16
1448,29/05/2016,South Australia,$/MWh),164
1449,19/12/2010,South Australia,$/MWh),17
1450,3/1/2010,South Australia,$/MWh),179
1451,12/12/2010,South Australia,$/MWh),18
1452,20/09/2020,South Australia,$/MWh),18
1453,26/06/2016,South Australia,$/MWh),189
1454,25/01/2015,South Australia,$/MWh),19
1455,8/1/2012,South Australia,$/MWh),19
1456,19/03/2017,South Australia,$/MWh),198
1457,2/6/2013,South Australia,$/MWh),199
1458,26/12/2010,South Australia,$/MWh),20
1459,28/12/2008,South Australia,$/MWh),20
1460,30/08/2009,South Australia,$/MWh),20
1461,6/3/2011,South Australia,$/MWh),20
1462,7/3/2010,South Australia,$/MWh),20
1463,1/4/2012,South Australia,$/MWh),21
1464,20/03/2011,South Australia,$/MWh),21
1465,26/09/2010,South Australia,$/MWh),21
1466,14/11/2010,South Australia,$/MWh),22
1467,15/03/2015,South Australia,$/MWh),22
1468,16/08/2009,South Australia,$/MWh),22
1469,24/10/2010,South Australia,$/MWh),22
1470,28/02/2010,South Australia,$/MWh),22
1471,31/10/2010,South Australia,$/MWh),22
1472,6/12/2009,South Australia,$/MWh),22
1473,4/2/2018,South Australia,$/MWh),221
1474,8/7/2018,South Australia,$/MWh),223
1475,27/11/2016,South Australia,$/MWh),228
1476,15/08/2010,South Australia,$/MWh),23
1477,19/09/2010,South Australia,$/MWh),23
1478,26/10/2014,South Australia,$/MWh),23
1479,27/09/2020,South Australia,$/MWh),23
1480,28/03/2010,South Australia,$/MWh),23
1481,29/11/2009,South Australia,$/MWh),23
1482,4/3/2012,South Australia,$/MWh),23
1483,5/9/2010,South Australia,$/MWh),23
1484,8/2/2009,South Australia,$/MWh),23
1485,1/3/2009,South Australia,$/MWh),24
1486,11/12/2011,South Australia,$/MWh),24
1487,11/7/2010,South Australia,$/MWh),24
1488,12/9/2010,South Australia,$/MWh),24
1489,17/10/2010,South Australia,$/MWh),24
1490,20/12/2009,South Australia,$/MWh),24
1491,21/03/2010,South Australia,$/MWh),24
1492,21/12/2008,South Australia,$/MWh),24
1493,25/12/2011,South Australia,$/MWh),24
1494,27/11/2011,South Australia,$/MWh),24
1495,28/06/2009,South Australia,$/MWh),24
1496,30/08/2020,South Australia,$/MWh),24
1497,4/12/2011,South Australia,$/MWh),24
1498,4/4/2010,South Australia,$/MWh),24
1499,15/12/2013,South Australia,$/MWh),244
1500,13/09/2009,South Australia,$/MWh),25
1501,23/08/2009,South Australia,$/MWh),25
1502,24/04/2011,South Australia,$/MWh),25
1503,26/02/2012,South Australia,$/MWh),25
1504,27/02/2011,South Australia,$/MWh),25
1505,5/2/2012,South Australia,$/MWh),25
1506,7/11/2010,South Australia,$/MWh),25
1507,11/10/2009,South Australia,$/MWh),26
1508,14/12/2008,South Australia,$/MWh),26
1509,17/01/2010,South Australia,$/MWh),26
1510,18/03/2012,South Australia,$/MWh),26
1511,18/10/2009,South Australia,$/MWh),26
1512,19/07/2009,South Australia,$/MWh),26
1513,2/5/2010,South Australia,$/MWh),26
1514,2/8/2009,South Australia,$/MWh),26
1515,22/08/2010,South Australia,$/MWh),26
1516,22/11/2009,South Australia,$/MWh),26
1517,27/12/2009,South Australia,$/MWh),26
1518,9/8/2009,South Australia,$/MWh),26
1519,12/1/2014,South Australia,$/MWh),264
1520,7/3/2021,South Australia,$/MWh),267
1521,12/2/2012,South Australia,$/MWh),27
1522,13/03/2011,South Australia,$/MWh),27
1523,15/01/2012,South Australia,$/MWh),27
1524,16/01/2011,South Australia,$/MWh),27
1525,18/12/2011,South Australia,$/MWh),27
1526,20/02/2011,South Australia,$/MWh),27
1527,20/09/2009,South Australia,$/MWh),27
1528,22/03/2009,South Australia,$/MWh),27
1529,23/10/2011,South Australia,$/MWh),27
1530,26/04/2020,South Australia,$/MWh),27
1531,26/07/2009,South Australia,$/MWh),27
1532,28/02/2021,South Australia,$/MWh),27
1533,3/4/2011,South Australia,$/MWh),27
1534,30/11/2008,South Australia,$/MWh),27
1535,7/12/2008,South Australia,$/MWh),27
1536,13/09/2020,South Australia,$/MWh),28
1537,14/09/2008,South Australia,$/MWh),28
1538,2/1/2011,South Australia,$/MWh),28
1539,2/11/2014,South Australia,$/MWh),28
1540,21/02/2010,South Australia,$/MWh),28
1541,21/06/2009,South Australia,$/MWh),28
1542,21/12/2014,South Australia,$/MWh),28
1543,24/01/2010,South Australia,$/MWh),28
1544,25/04/2010,South Australia,$/MWh),28
1545,26/06/2011,South Australia,$/MWh),28
1546,27/03/2011,South Australia,$/MWh),28
1547,27/09/2009,South Australia,$/MWh),28
1548,3/5/2015,South Australia,$/MWh),28
1549,31/07/2011,South Australia,$/MWh),28
1550,5/4/2015,South Australia,$/MWh),28
1551,6/2/2011,South Australia,$/MWh),28
1552,7/2/2021,South Australia,$/MWh),28
1553,8/3/2009,South Australia,$/MWh),28
1554,8/5/2011,South Australia,$/MWh),28
1555,15/12/2019,South Australia,$/MWh),285
1556,11/3/2012,South Australia,$/MWh),29
1557,12/4/2009,South Australia,$/MWh),29
1558,14/03/2021,South Australia,$/MWh),29
1559,14/12/2014,South Australia,$/MWh),29
1560,17/04/2011,South Australia,$/MWh),29
1561,19/06/2011,South Australia,$/MWh),29
1562,20/05/2012,South Australia,$/MWh),29
1563,22/03/2015,South Australia,$/MWh),29
1564,25/07/2010,South Australia,$/MWh),29
1565,27/07/2014,South Australia,$/MWh),29
1566,28/09/2014,South Australia,$/MWh),29
1567,29/11/2020,South Australia,$/MWh),29
1568,3/5/2020,South Australia,$/MWh),29
1569,30/10/2011,South Australia,$/MWh),29
1570,31/01/2016,South Australia,$/MWh),29
1571,6/5/2012,South Australia,$/MWh),29
1572,8/3/2015,South Australia,$/MWh),29
1573,9/1/2011,South Australia,$/MWh),29
1574,9/10/2011,South Australia,$/MWh),29
1575,18/01/2009,South Australia,$/MWh),293
1576,6/12/2020,South Australia,$/MWh),3
1577,10/4/2011,South Australia,$/MWh),30
1578,13/02/2011,South Australia,$/MWh),30
1579,13/05/2012,South Australia,$/MWh),30
1580,14/02/2010,South Australia,$/MWh),30
1581,14/03/2010,South Australia,$/MWh),30
1582,16/11/2008,South Australia,$/MWh),30
1583,19/04/2020,South Australia,$/MWh),30
1584,23/01/2011,South Australia,$/MWh),30
1585,23/11/2008,South Australia,$/MWh),30
1586,25/03/2012,South Australia,$/MWh),30
1587,27/05/2012,South Australia,$/MWh),30
1588,28/09/2008,South Australia,$/MWh),30
1589,29/01/2012,South Australia,$/MWh),30
1590,24/02/2019,South Australia,$/MWh),306
1591,1/1/2012,South Australia,$/MWh),31
1592,10/5/2009,South Australia,$/MWh),31
1593,11/4/2010,South Australia,$/MWh),31
1594,17/05/2009,South Australia,$/MWh),31
1595,20/11/2011,South Australia,$/MWh),31
1596,21/02/2021,South Australia,$/MWh),31
1597,22/04/2012,South Australia,$/MWh),31
1598,23/05/2010,South Australia,$/MWh),31
1599,24/01/2016,South Australia,$/MWh),31
1600,25/09/2011,South Australia,$/MWh),31
1601,3/7/2011,South Australia,$/MWh),31
1602,7/12/2014,South Australia,$/MWh),31
1603,8/4/2012,South Australia,$/MWh),31
1604,8/8/2010,South Australia,$/MWh),31
1605,9/11/2014,South Australia,$/MWh),31
1606,26/01/2020,South Australia,$/MWh),317
1607,1/5/2011,South Australia,$/MWh),32
1608,10/1/2021,South Australia,$/MWh),32
1609,12/7/2009,South Australia,$/MWh),32
1610,13/06/2010,South Australia,$/MWh),32
1611,13/11/2011,South Australia,$/MWh),32
1612,14/06/2009,South Australia,$/MWh),32
1613,15/05/2011,South Australia,$/MWh),32
1614,18/01/2015,South Australia,$/MWh),32
1615,20/12/2020,South Australia,$/MWh),32
1616,28/08/2011,South Australia,$/MWh),32
1617,29/03/2015,South Australia,$/MWh),32
1618,29/04/2012,South Australia,$/MWh),32
1619,4/10/2009,South Australia,$/MWh),32
1620,4/7/2010,South Australia,$/MWh),32
1621,5/10/2008,South Australia,$/MWh),32
1622,5/10/2014,South Australia,$/MWh),32
1623,1/3/2015,South Australia,$/MWh),33
1624,1/8/2010,South Australia,$/MWh),33
1625,10/5/2015,South Australia,$/MWh),33
1626,11/1/2015,South Australia,$/MWh),33
1627,11/4/2021,South Australia,$/MWh),33
1628,12/10/2014,South Australia,$/MWh),33
1629,12/6/2011,South Australia,$/MWh),33
1630,13/12/2009,South Australia,$/MWh),33
1631,19/02/2012,South Australia,$/MWh),33
1632,21/09/2014,South Australia,$/MWh),33
1633,22/01/2012,South Australia,$/MWh),33
1634,24/07/2011,South Australia,$/MWh),33
1635,4/1/2009,South Australia,$/MWh),33
1636,4/4/2021,South Australia,$/MWh),33
1637,5/4/2009,South Australia,$/MWh),33
1638,5/7/2009,South Australia,$/MWh),33
1639,7/9/2008,South Australia,$/MWh),33
1640,9/5/2010,South Australia,$/MWh),33
1641,13/07/2008,South Australia,$/MWh),34
1642,16/11/2014,South Australia,$/MWh),34
1643,18/09/2011,South Australia,$/MWh),34
1644,19/04/2009,South Australia,$/MWh),34
1645,21/08/2011,South Australia,$/MWh),34
1646,22/02/2009,South Australia,$/MWh),34
1647,29/06/2008,South Australia,$/MWh),34
1648,30/11/2014,South Australia,$/MWh),34
1649,4/9/2011,South Australia,$/MWh),34
1650,8/11/2020,South Australia,$/MWh),34
1651,10/7/2016,South Australia,$/MWh),340
1652,14/06/2020,South Australia,$/MWh),35
1653,15/03/2009,South Australia,$/MWh),35
1654,17/07/2011,South Australia,$/MWh),35
1655,18/07/2010,South Australia,$/MWh),35
1656,2/11/2008,South Australia,$/MWh),35
1657,21/09/2008,South Australia,$/MWh),35
1658,25/10/2020,South Australia,$/MWh),35
1659,7/6/2009,South Australia,$/MWh),35
1660,14/08/2011,South Australia,$/MWh),36
1661,15/02/2009,South Australia,$/MWh),36
1662,16/05/2010,South Australia,$/MWh),36
1663,19/04/2015,South Australia,$/MWh),36
1664,25/10/2009,South Australia,$/MWh),36
1665,3/6/2012,South Australia,$/MWh),36
1666,30/05/2010,South Australia,$/MWh),36
1667,5/6/2011,South Australia,$/MWh),36
1668,6/6/2010,South Australia,$/MWh),36
1669,6/9/2009,South Australia,$/MWh),36
1670,8/3/2020,South Australia,$/MWh),36
1671,1/12/2019,South Australia,$/MWh),37
1672,13/12/2020,South Australia,$/MWh),37
1673,15/04/2012,South Australia,$/MWh),37
1674,6/11/2011,South Australia,$/MWh),37
1675,6/7/2008,South Australia,$/MWh),37
1676,22/05/2011,South Australia,$/MWh),38
1677,28/03/2021,South Australia,$/MWh),38
1678,28/12/2014,South Australia,$/MWh),38
1679,3/5/2009,South Australia,$/MWh),38
1680,31/08/2008,South Australia,$/MWh),38
1681,4/10/2015,South Australia,$/MWh),38
1682,4/10/2020,South Australia,$/MWh),38
1683,10/6/2012,South Australia,$/MWh),39
1684,12/4/2020,South Australia,$/MWh),39
1685,14/02/2016,South Australia,$/MWh),39
1686,15/06/2008,South Australia,$/MWh),39
1687,16/08/2020,South Australia,$/MWh),39
1688,17/06/2012,South Australia,$/MWh),39
1689,19/10/2014,South Australia,$/MWh),39
1690,20/06/2010,South Australia,$/MWh),39
1691,21/06/2015,South Australia,$/MWh),39
1692,24/05/2009,South Australia,$/MWh),39
1693,5/4/2020,South Australia,$/MWh),39
1694,8/6/2008,South Australia,$/MWh),39
1695,1/5/2016,South Australia,$/MWh),40
1696,15/11/2020,South Australia,$/MWh),40
1697,22/06/2014,South Australia,$/MWh),40
1698,24/08/2008,South Australia,$/MWh),40
1699,26/10/2008,South Australia,$/MWh),40
1700,29/08/2010,South Australia,$/MWh),40
1701,7/8/2011,South Australia,$/MWh),40
1702,10/8/2014,South Australia,$/MWh),41
1703,12/10/2008,South Australia,$/MWh),41
1704,19/10/2008,South Australia,$/MWh),41
1705,21/11/2010,South Australia,$/MWh),41
1706,27/06/2010,South Australia,$/MWh),41
1707,27/07/2008,South Australia,$/MWh),41
1708,28/06/2020,South Australia,$/MWh),41
1709,9/8/2015,South Australia,$/MWh),41
1710,1/11/2020,South Australia,$/MWh),42
1711,17/08/2008,South Australia,$/MWh),42
1712,18/10/2015,South Australia,$/MWh),42
1713,24/04/2016,South Australia,$/MWh),42
1714,24/08/2014,South Australia,$/MWh),42
1715,27/03/2016,South Australia,$/MWh),42
1716,3/1/2016,South Australia,$/MWh),42
1717,31/05/2009,South Australia,$/MWh),42
1718,6/11/2016,South Australia,$/MWh),42
1719,7/9/2014,South Australia,$/MWh),42
1720,10/1/2010,South Australia,$/MWh),420
1721,22/06/2008,South Australia,$/MWh),43
1722,3/11/2019,South Australia,$/MWh),43
1723,9/11/2008,South Australia,$/MWh),43
1724,10/5/2020,South Australia,$/MWh),44
1725,13/03/2016,South Australia,$/MWh),44
